,genres,genre_1,genre_2,genre_3,genre_4,genre_5,genre_6,genre_7,genre_8,movie_title,plot_keywords,plot_keyword1,plot_keyword2,plot_keyword3,plot_keyword4,plot_keyword5,language,country,title_year,imdb_score
2815,Action,Action,,,,,,,,Reign of Assassins,martial arts|sword fight|wuxia,martial arts,sword fight,wuxia,,,Mandarin,China,2010,6.9
2816,Comedy|Drama|War,Comedy,Drama,War,,,,,,The Lucky Ones,college tuition|guitar|road trip|soldier|stranded,college tuition,guitar,road trip,soldier,stranded,English,USA,2008,7
2817,Drama,Drama,,,,,,,,Margaret,accident|bus|loss of virginity|new york city|virginity,accident,bus,loss of virginity,new york city,virginity,English,USA,2011,6.5
2818,Comedy|Horror,Comedy,Horror,,,,,,,Stan Helsing,dollar bill|double entendre|escaped convict|halloween|striptease,dollar bill,double entendre,escaped convict,halloween,striptease,English,Canada,2009,3.6
2819,Comedy|Drama|Romance,Comedy,Drama,Romance,,,,,,Flipped,apology|falling in love|multiple perspectives|narrated by a girl|younger version of character,apology,falling in love,multiple perspectives,narrated by a girl,younger version of character,English,USA,2010,7.7
2820,Drama|Romance,Drama,Romance,,,,,,,Brokeback Mountain,gay relationship|homosexuality|mountain|ranch|rodeo,gay relationship,homosexuality,mountain,ranch,rodeo,English,USA,2005,7.7
2821,Action|Adventure|Comedy|Sci-Fi,Action,Adventure,Comedy,Sci-Fi,,,,,Teenage Mutant Ninja Turtles,18 wheeler|mutant|ninja|sewer|turtle,18 wheeler,mutant,ninja,sewer,turtle,English,USA,2014,5.9
2822,Comedy|Romance,Comedy,Romance,,,,,,,Clueless,female protagonist|high school|makeover|matchmaker|popularity,female protagonist,high school,makeover,matchmaker,popularity,English,USA,1995,6.8
2823,Drama|Romance,Drama,Romance,,,,,,,Far from Heaven,african american|catastrophe|family relationships|farewell scene|therapy,african american,catastrophe,family relationships,farewell scene,therapy,English,USA,2002,7.4
2824,Comedy|Sci-Fi,Comedy,Sci-Fi,,,,,,,Hot Tub Time Machine 2,acid trip|gameshow|hot tub|time lord|time machine,acid trip,gameshow,hot tub,time lord,time machine,English,USA,2015,5.1
2825,Drama,Drama,,,,,,,,Dekalog            ,meaning of life|moral challenge|morality|search for meaning|ten commandments,meaning of life,moral challenge,morality,search for meaning,ten commandments,Polish,Poland,NA,9.1
2826,Biography|Drama,Biography,Drama,,,,,,,Quills,asylum|lust|male pubic hair|penis|pubic hair,asylum,lust,male pubic hair,penis,pubic hair,English,UK,2000,7.4
2827,Comedy|Crime,Comedy,Crime,,,,,,,Seven Psychopaths,dognapping|gangster|misfiring gun|screenwriter|shih tzu,dognapping,gangster,misfiring gun,screenwriter,shih tzu,English,UK,2012,7.2
2828,Crime|Drama|Music|Mystery|Thriller,Crime,Drama,Music,Mystery,Thriller,,,,The Caveman's Valentine,chrysler building manhattan new york city|delusion|manhattan new york city|new york city|title directed by female,chrysler building manhattan new york city,delusion,manhattan new york city,new york city,title directed by female,English,USA,2001,6
2829,Action|Crime|Drama|Thriller,Action,Crime,Drama,Thriller,,,,,The Border            ,,,,,,,Polish,Poland,NA,7.4
2830,Biography|Drama|History|War,Biography,Drama,History,War,,,,,Downfall,bunker|hitler|nazi|no exit|war ruins,bunker,hitler,nazi,no exit,war ruins,German,Germany,2004,8.3
2831,Biography|Drama|Romance,Biography,Drama,Romance,,,,,,The Sea Inside,dignity|euthanasia|freedom|lawyer|sailor,dignity,euthanasia,freedom,lawyer,sailor,Spanish,Spain,2004,8.1
2832,Drama|Horror|Sci-Fi|Thriller,Drama,Horror,Sci-Fi,Thriller,,,,,Under the Skin,alien|desire|female nudity|male frontal nudity|scotland,alien,desire,female nudity,male frontal nudity,scotland,English,UK,2013,6.3
2833,Biography|Comedy|Drama|War,Biography,Comedy,Drama,War,,,,,"Good Morning, Vietnam",disc jockey|friendship|radio|vietnam|vietnamese,disc jockey,friendship,radio,vietnam,vietnamese,English,USA,1987,7.3
2834,Comedy,Comedy,,,,,,,,The Last Godfather,mafia|mafia boss|mafiosi|mafioso|three word title,mafia,mafia boss,mafiosi,mafioso,three word title,English,South Korea,2010,3.6
2835,Documentary|Music,Documentary,Music,,,,,,,Justin Bieber: Never Say Never,boyhood friend|manager|plasma tv|prodigy|star,boyhood friend,manager,plasma tv,prodigy,star,English,USA,2011,1.6
2836,Drama|Thriller,Drama,Thriller,,,,,,,Black Swan,ballerina|ballet|fear|female protagonist|madness,ballerina,ballet,fear,female protagonist,madness,English,USA,2010,8
2837,Action|Crime|Sci-Fi|Thriller,Action,Crime,Sci-Fi,Thriller,,,,,RoboCop,law enforcement|police|robocop|robot|technology,law enforcement,police,robocop,robot,technology,English,USA,2014,6.2
2838,Crime|Drama,Crime,Drama,,,,,,,The Godfather: Part II,1950s|corrupt politician|lake tahoe nevada|melancholy|revenge,1950s,corrupt politician,lake tahoe nevada,melancholy,revenge,English,USA,1974,9
2839,Drama|Music|Romance,Drama,Music,Romance,,,,,,Save the Last Dance,dance|dancing|ghetto|hip hop|imperative in title,dance,dancing,ghetto,hip hop,imperative in title,English,USA,2001,6.1
2840,Fantasy|Horror|Thriller,Fantasy,Horror,Thriller,,,,,,A Nightmare on Elm Street 4: The Dream Master,demon|dream|elm street|freddy krueger|nightmare,demon,dream,elm street,freddy krueger,nightmare,English,USA,1988,5.7
2841,Drama,Drama,,,,,,,,Miracles from Heaven,child cancer|christian film|christianity|falling into a hole|inspiring,child cancer,christian film,christianity,falling into a hole,inspiring,English,USA,2016,6.8
2842,Comedy|Mystery,Comedy,Mystery,,,,,,,"Dude, Where's My Car?",bare chested male|gay kiss|homoeroticism|lesbian kiss|transsexual,bare chested male,gay kiss,homoeroticism,lesbian kiss,transsexual,English,USA,2000,5.5
2843,Action|Crime|Drama|Thriller|Western,Action,Crime,Drama,Thriller,Western,,,,Young Guns,army|cattle|deputy|new mexico|rancher,army,cattle,deputy,new mexico,rancher,English,USA,1988,6.8
2844,Comedy|Drama,Comedy,Drama,,,,,,,St. Vincent,bullying|grumpy old man|school presentation|stroke|stroke recovery,bullying,grumpy old man,school presentation,stroke,stroke recovery,English,USA,2014,7.3
2845,Comedy|Romance,Comedy,Romance,,,,,,,About Last Night,bedroom|boyfriend girlfriend relationship|hug|interrupted sex|urban setting,bedroom,boyfriend girlfriend relationship,hug,interrupted sex,urban setting,English,USA,2014,6.1
2846,Comedy|Drama|Romance,Comedy,Drama,Romance,,,,,,10 Things I Hate About You,dating|protective father|school|shrew|teen movie,dating,protective father,school,shrew,teen movie,English,USA,1999,7.2
2847,Comedy,Comedy,,,,,,,,The New Guy,cheerleader|geek|high school|prison|reference to janet jackson,cheerleader,geek,high school,prison,reference to janet jackson,English,USA,2002,5.9
2848,Action|Comedy|Crime,Action,Comedy,Crime,,,,,,Loaded Weapon 1,cookie|detective|microfilm|parody|sergeant,cookie,detective,microfilm,parody,sergeant,English,USA,1993,6.1
2849,Drama|Horror|Thriller,Drama,Horror,Thriller,,,,,,The Shallows,beach|island|mexico|prey|trapped,beach,island,mexico,prey,trapped,English,USA,2016,6.8
2850,Sci-Fi|Thriller,Sci-Fi,Thriller,,,,,,,The Butterfly Effect,blackout|child pornography|memory|surprise ending|time travel,blackout,child pornography,memory,surprise ending,time travel,English,USA,2004,7.7
2851,Adventure|Comedy|Family,Adventure,Comedy,Family,,,,,,Snow Day,meteorologist|snow|snowed in|snowplow|weather,meteorologist,snow,snowed in,snowplow,weather,English,USA,2000,4.9
2852,Comedy|Drama|Romance,Comedy,Drama,Romance,,,,,,This Christmas,christmas|family home|musician|piano|secret,christmas,family home,musician,piano,secret,English,USA,2007,6.1
2853,Comedy|Crime|Family|Sci-Fi,Comedy,Crime,Family,Sci-Fi,,,,,Baby Geniuses,baby|boy|science|scientist|toddler,baby,boy,science,scientist,toddler,English,USA,1999,2.5
2854,Action|Comedy|Crime|Thriller,Action,Comedy,Crime,Thriller,,,,,The Big Hit,hitman|kidnapping|kosher|vhs|video store,hitman,kidnapping,kosher,vhs,video store,English,USA,1998,6.1
2855,Comedy|Drama|Family,Comedy,Drama,Family,,,,,,Harriet the Spy,binoculars|child spy|notebook|secret|spy,binoculars,child spy,notebook,secret,spy,English,USA,1996,5.9
2856,Fantasy|Horror,Fantasy,Horror,,,,,,,Child's Play 2,boy|doll|foster home|killer doll|serial killer,boy,doll,foster home,killer doll,serial killer,English,USA,1990,5.7
2857,Crime|Thriller,Crime,Thriller,,,,,,,No Good Deed,home invasion|police officer shot|police officer shot in the chest|psychopath|three word title,home invasion,police officer shot,police officer shot in the chest,psychopath,three word title,English,USA,2014,5.6
2858,Horror,Horror,,,,,,,,The Mist,desperation|fog|giant insect|survival|survival horror,desperation,fog,giant insect,survival,survival horror,English,USA,2007,7.2
2859,Drama|Mystery|Sci-Fi|Thriller,Drama,Mystery,Sci-Fi,Thriller,,,,,Ex Machina,artificial intelligence|robot|robot human relationship|turing test|video surveillance,artificial intelligence,robot,robot human relationship,turing test,video surveillance,English,UK,2015,7.7
2860,Comedy|Drama|Fantasy,Comedy,Drama,Fantasy,,,,,,Being John Malkovich,body swap|magical realism|portal|puppeteer|surrealism,body swap,magical realism,portal,puppeteer,surrealism,English,USA,1999,7.8
2861,Comedy|Romance,Comedy,Romance,,,,,,,Two Can Play That Game,advice|battle of the sexes|lingerie|romantic rivalry|rule,advice,battle of the sexes,lingerie,romantic rivalry,rule,English,USA,2001,6.1
2862,Adventure|Family|Sci-Fi,Adventure,Family,Sci-Fi,,,,,,Earth to Echo,alien|bar|construction worker|no opening credits|no title at beginning,alien,bar,construction worker,no opening credits,no title at beginning,English,USA,2014,5.8
2863,Drama|Romance,Drama,Romance,,,,,,,Crazy/Beautiful,congressman|high school|latino|pacific palisades|school,congressman,high school,latino,pacific palisades,school,English,USA,2001,6.5
2864,Drama|History|War,Drama,History,War,,,,,,Letters from Iwo Jima,blood splatter|general|island|japan|world war two,blood splatter,general,island,japan,world war two,Japanese,USA,2006,7.9
2865,Adventure|Drama|Sci-Fi,Adventure,Drama,Sci-Fi,,,,,,The Astronaut Farmer,bank|fbi|fuel|rocket|space travel,bank,fbi,fuel,rocket,space travel,English,USA,2006,6.3
2866,Comedy|Romance,Comedy,Romance,,,,,,,Woo,blind date|law clerk|love|manhattan new york city|world trade center manhattan new york city,blind date,law clerk,love,manhattan new york city,world trade center manhattan new york city,English,USA,1998,3.8
2867,Drama,Drama,,,,,,,,Room,based on novel|escape|imprisonment|kidnapping|mother son relationship,based on novel,escape,imprisonment,kidnapping,mother son relationship,English,Ireland,2015,8.3
2868,Comedy,Comedy,,,,,,,,Dirty Work,cult film|gambling debt|job|off screen murder|revenge,cult film,gambling debt,job,off screen murder,revenge,English,Canada,1998,6.4
2869,Comedy|Crime|Thriller,Comedy,Crime,Thriller,,,,,,Serial Mom,dentist|housewife|howie scream|murder|perfection,dentist,housewife,howie scream,murder,perfection,English,USA,1994,6.7
2870,Comedy,Comedy,,,,,,,,Dick,political cover up|political satire|teenage girl|white house|witness,political cover up,political satire,teenage girl,white house,witness,English,France,1999,6.1
2871,Action|Crime|Mystery|Thriller,Action,Crime,Mystery,Thriller,,,,,Del 1 - M?n som hatar kvinnor            ,,,,,,,Swedish,Sweden,NA,8.1
2872,Drama|Thriller,Drama,Thriller,,,,,,,Light It Up,black cop|die hard scenario|hostage negotiator|police|police brutality,black cop,die hard scenario,hostage negotiator,police,police brutality,English,USA,1999,6
2873,Drama|Music,Drama,Music,,,,,,,54,angel dust the drug|disco|new york city|quaalude|reference to princess grace of monaco,angel dust the drug,disco,new york city,quaalude,reference to princess grace of monaco,English,USA,1998,5.8
2874,Adventure|Comedy|Romance|Sci-Fi,Adventure,Comedy,Romance,Sci-Fi,,,,,Bubble Boy,cigarette smoking|hand on butt|niagara falls|plastic bubble|wedding,cigarette smoking,hand on butt,niagara falls,plastic bubble,wedding,English,USA,2001,5.6
2875,Comedy|Crime|Thriller,Comedy,Crime,Thriller,,,,,,Birthday Girl,bank|bank clerk|birthday|mail order bride|russian,bank,bank clerk,birthday,mail order bride,russian,English,UK,2001,6.1
2876,Comedy,Comedy,,,,,,,,21 & Over,21st birthday|college student|drunken man|pubic hair|standing up to father,21st birthday,college student,drunken man,pubic hair,standing up to father,English,USA,2013,5.9
2877,Comedy|Drama|Romance,Comedy,Drama,Romance,,,,,,"Paris, je t'aime",baby|divorce|oscar wilde|pigalle|tourist,baby,divorce,oscar wilde,pigalle,tourist,French,France,2006,7.3
2878,Drama|Sport,Drama,Sport,,,,,,,Resurrecting the Champ,boxing|colosseum|homeless man|reporter|writer,boxing,colosseum,homeless man,reporter,writer,English,USA,2007,6.8
2879,Comedy|Drama|Romance,Comedy,Drama,Romance,,,,,,Admission,adoption|female protagonist|princeton university|wedding|working women,adoption,female protagonist,princeton university,wedding,working women,English,USA,2013,5.7
2880,Drama|Romance,Drama,Romance,,,,,,,The Widow of Saint-Pierre,archipelago|guillotine|island|prison|redemption,archipelago,guillotine,island,prison,redemption,French,France,2000,7.3
2881,Drama|Mystery|Romance|Thriller,Drama,Mystery,Romance,Thriller,,,,,Chloe,bare chested boy|doctor|escort|infidelity|prostitute,bare chested boy,doctor,escort,infidelity,prostitute,English,USA,2009,6.3
2882,Comedy|Crime|Drama,Comedy,Crime,Drama,,,,,,Faithful,bathroom|bathtub|female protagonist|flashback|kitchen,bathroom,bathtub,female protagonist,flashback,kitchen,English,USA,1996,5.9
2883,Drama|Thriller,Drama,Thriller,,,,,,,Brothers,afghanistan|death of soldier|presumed dead|prisoner|war trauma,afghanistan,death of soldier,presumed dead,prisoner,war trauma,English,USA,2009,7.1
2884,Biography|Comedy|Crime|Drama,Biography,Comedy,Crime,Drama,,,,,Find Me Guilty,court|drugs|judge|mafia|mobster,court,drugs,judge,mafia,mobster,English,Germany,2006,7.1
2885,Drama|Romance,Drama,Romance,,,,,,,The Perks of Being a Wallflower,coming of age|depression|gay|high school|mental illness,coming of age,depression,gay,high school,mental illness,English,USA,2012,8
2886,Action,Action,,,,,,,,Excessive Force,exercise bicycle|face in food|police|police brutality|policeman,exercise bicycle,face in food,police,police brutality,policeman,English,USA,1993,5.1
2887,Biography|Crime|Drama,Biography,Crime,Drama,,,,,,Infamous,blood|book|cold calculation|murder|writer,blood,book,cold calculation,murder,writer,English,USA,2006,7.1
2888,Drama|Romance|Western,Drama,Romance,Western,,,,,,The Claim,gold|gold mine|miner|railroad|surveyor,gold,gold mine,miner,railroad,surveyor,English,UK,2000,6.5
2889,Horror|Thriller,Horror,Thriller,,,,,,,The Vatican Tapes,evil|injury|possession|priest|vatican,evil,injury,possession,priest,vatican,English,USA,2015,4.5
2890,Action|Comedy|Sci-Fi|Thriller,Action,Comedy,Sci-Fi,Thriller,,,,,Attack the Block,alien|alien invasion|apartment|creature|gang,alien,alien invasion,apartment,creature,gang,English,UK,2011,6.6
2891,Drama|Romance|War,Drama,Romance,War,,,,,,In the Land of Blood and Honey,bosnian war|church|emaciation|soldier|violence,bosnian war,church,emaciation,soldier,violence,Bosnian,USA,2011,4.3
2892,Crime|Thriller,Crime,Thriller,,,,,,,The Call,911 operator|calling 911|die hard scenario|head held underwater|white villain,911 operator,calling 911,die hard scenario,head held underwater,white villain,English,USA,2013,6.7
2893,Action|Drama|History|War,Action,Drama,History,War,,,,,Operation Chromite,,,,,,,English,South Korea,2016,6.8
2894,Action|Adventure|Comedy|Family,Action,Adventure,Comedy,Family,,,,,The Crocodile Hunter: Collision Course,cia|crocodile|satellite|snake|spider,cia,crocodile,satellite,snake,spider,English,Australia,2002,5.4
2895,Biography|Comedy|Crime|Drama|Romance,Biography,Comedy,Crime,Drama,Romance,,,,I Love You Phillip Morris,character name in title|con artist|fraud|gay|prison break,character name in title,con artist,fraud,gay,prison break,English,France,2009,6.6
2896,Adventure|Drama|History,Adventure,Drama,History,,,,,,Quest for Fire,fire|prehistoric times|primitive|tribe|trio,fire,prehistoric times,primitive,tribe,trio,None,Canada,1981,7.4
2897,Biography|Drama,Biography,Drama,,,,,,,Antwone Fisher,black american|extortion|navy|psychiatrist|sailor,black american,extortion,navy,psychiatrist,sailor,English,USA,2002,7.3
2898,Drama,Drama,,,,,,,,The Emperor's Club,classroom|fund raising|headmaster|reunion|roman,classroom,fund raising,headmaster,reunion,roman,English,USA,2002,6.9
2899,Action|Crime|Drama|Romance|Thriller,Action,Crime,Drama,Romance,Thriller,,,,True Romance,aspiring actor|cocaine|drugs|pimp|suitcase full of money,aspiring actor,cocaine,drugs,pimp,suitcase full of money,English,USA,1993,8
